Date,Time,Site,Unit_ID,User_ID,deg_C,mbars,do_perc,do_mgL,spc_uscm,pH,NTU,chla_ugL,chla_RFU,phycoc_ugL,phycoc_RFU,depth_m_prodss,depth_m
07/19/24,8:51:07,Buoy,PRODSS,,25.6,1019.5,107.1,8.76,99.2,,0.38,1,0.16,0,0.02,0.898,1
07/19/24,8:50:20,Buoy,PRODSS,,25.6,1019.6,107.1,8.76,99.2,,0.39,1.23,0.22,0,0.02,0.364,0.5
07/19/24,8:49:32,Buoy,PRODSS,,25.5,1019.6,107.3,8.78,99.2,,0.38,0.97,0.16,0.01,0.03,0.221,0.1
07/22/24,9:36:18,Buoy,PRODSS,,9.8,1019.9,86.9,9.85,97.8,,1.46,13.93,3.22,0.35,0.35,11.758,12
07/22/24,9:35:48,Buoy,PRODSS,,10.1,1020,89.3,10.07,97.6,,0.93,12.18,2.8,0.3,0.3,10.913,11
07/22/24,9:35:15,Buoy,PRODSS,,10.7,1019.9,94.4,10.49,97.9,,0.95,16.53,3.83,0.33,0.33,9.884,10
07/22/24,9:34:45,Buoy,PRODSS,,12.3,1020,101.1,10.82,97.7,,0.74,7.98,1.81,0.06,0.08,9.006,9
07/22/24,9:34:12,Buoy,PRODSS,,15.2,1019.9,107.4,10.78,97.4,,0.68,4.42,0.97,0.06,0.08,7.884,8
07/22/24,9:33:46,Buoy,PRODSS,,17.1,1020,110.4,10.63,97.8,,0.69,3.75,0.81,0.04,0.06,6.851,7
07/22/24,9:32:54,Buoy,PRODSS,,22,1019.9,107.3,9.37,99.8,,0.59,2.79,0.59,-0.01,0.01,5.903,6
07/22/24,9:32:30,Buoy,PRODSS,,24.9,1019.9,106.3,8.8,99.4,,0.49,1.47,0.28,-0.02,0,4.967,5
07/22/24,9:31:58,Buoy,PRODSS,,24.9,1019.8,106.8,8.84,99.4,,0.49,1.5,0.28,-0.02,0,3.934,4
07/22/24,9:31:36,Buoy,PRODSS,,24.9,1019.9,106.8,8.84,99.4,,0.48,1.34,0.25,-0.02,0,2.941,3
07/22/24,9:30:55,Buoy,PRODSS,,25,1019.8,107.1,8.85,99.4,,0.46,1.16,0.2,0,0.02,1.869,2
07/22/24,9:30:35,Buoy,PRODSS,,25.1,1019.9,107.3,8.85,99.4,,0.49,0.91,0.14,0,0.02,0.551,1
07/22/24,9:30:19,Buoy,PRODSS,,25.1,1019.8,107.4,8.86,99.4,,0.47,1.04,0.18,-0.03,-0.01,0.274,0.5
07/22/24,9:30:07,Buoy,PRODSS,,25.1,1019.8,107.5,8.87,99.4,,0.46,0.91,0.14,-0.03,-0.01,0.217,0.1
07/23/24,9:18:24,Buoy,PRODSS,,9.3,1018.2,85.2,9.78,97.9,,0.79,4.6,1.01,0.11,0.12,11.868,12
07/23/24,9:17:52,Buoy,PRODSS,,10.2,1018.3,90.4,10.16,97.8,,0.88,12.82,2.95,0.23,0.23,10.904,11
07/23/24,9:17:23,Buoy,PRODSS,,10.9,1018.3,94.4,10.42,97.4,,0.78,9.14,2.09,0.15,0.16,9.899,10
07/23/24,9:16:37,Buoy,PRODSS,,12.6,1018.3,101.8,10.83,97.8,,0.68,6.68,1.51,0.08,0.09,8.902,9
07/23/24,9:16:13,Buoy,PRODSS,,14.8,1018.2,105,10.64,98,,0.64,4.65,1.03,0.03,0.05,7.908,8
07/23/24,9:15:53,Buoy,PRODSS,,18.6,1018.3,109.9,10.28,100.1,,0.65,3.82,0.83,0.01,0.03,6.896,7
07/23/24,9:15:33,Buoy,PRODSS,,23.3,1018.3,110.8,9.45,98.6,,0.6,2.56,0.53,0.03,0.05,5.907,6
07/23/24,9:15:02,Buoy,PRODSS,,24.9,1018.3,106.4,8.81,99.4,,0.5,1.5,0.28,0.02,0.04,4.906,5
07/23/24,9:14:45,Buoy,PRODSS,,24.9,1018.3,106.4,8.81,99.4,,0.48,1.38,0.26,-0.01,0.01,3.969,4
07/23/24,9:14:25,Buoy,PRODSS,,24.9,1018.3,106.5,8.82,99.4,,0.48,1.41,0.26,-0.02,0,2.921,3
07/23/24,9:14:04,Buoy,PRODSS,,24.9,1018.2,106.7,8.83,99.4,,0.48,1.41,0.26,-0.02,0,1.906,2
07/23/24,9:13:42,Buoy,PRODSS,,24.9,1018.3,106.7,8.84,99.3,,0.46,1.34,0.25,-0.01,0.01,0.564,1
07/23/24,9:13:21,Buoy,PRODSS,,24.9,1018.3,106.8,8.84,99.3,,0.49,1.33,0.24,0,0.02,0.285,0.5
07/23/24,9:13:02,Buoy,PRODSS,,24.8,1018.2,106.7,8.84,99.3,,0.54,1.33,0.24,-0.02,0,0.221,0.1
07/24/24,12:30:36,Buoy,PRODSS,,9.7,1022.2,83,9.43,97.8,,0.73,5.92,1.33,0.13,0.14,10.836,11
07/24/24,12:28:05,Buoy,PRODSS,,10.5,1022,91.6,10.21,97.5,,0.71,11.42,2.62,0.19,0.2,9.987,10
07/24/24,12:26:45,Buoy,PRODSS,,12.4,1022.2,100.6,10.73,97.2,,0.66,6.94,1.57,0.09,0.1,8.94,9
07/24/24,12:26:10,Buoy,PRODSS,,14.5,1022,104.4,10.64,97.3,,0.57,4.21,0.92,0.04,0.06,7.9,8
07/24/24,12:25:48,Buoy,PRODSS,,18,1022.1,106.4,10.07,97.9,,0.59,4.53,1,0.05,0.07,6.935,7
07/24/24,12:25:14,Buoy,PRODSS,,24.6,1022.2,106.4,8.86,98.9,,0.41,1.59,0.3,-0.02,0,5.922,6
07/24/24,12:24:45,Buoy,PRODSS,,24.6,1022.1,106.3,8.85,98.9,,0.4,1.61,0.31,-0.02,0,4.914,5
07/24/24,12:24:28,Buoy,PRODSS,,24.6,1022.2,106.3,8.85,98.9,,0.41,1.65,0.32,0,0.02,3.958,4
07/24/24,12:24:11,Buoy,PRODSS,,24.6,1022.1,106.4,8.86,98.9,,0.4,1.63,0.31,0.01,0.03,2.976,3
07/24/24,12:23:32,Buoy,PRODSS,,24.6,1022.2,106.6,8.87,98.9,,0.39,1.52,0.29,-0.02,0.01,1.896,2
07/24/24,12:23:06,Buoy,PRODSS,,24.6,1022.3,106.6,8.88,98.9,,0.41,1.59,0.31,-0.01,0.01,0.926,1
07/24/24,12:22:10,Buoy,PRODSS,,24.6,1022.3,106.7,8.89,98.9,,0.41,1.48,0.28,-0.01,0.01,0.33,0.5
07/24/24,12:21:46,Buoy,PRODSS,,24.5,1022.4,107.1,8.93,98.5,,0.43,1.38,0.26,0.02,0.04,0.222,0.1
07/25/24,9:30:28,Buoy,PRODSS,,9.4,1016.9,83.2,9.52,97.8,,0.67,3.97,0.87,0.09,0.1,11.928,12
07/25/24,9:29:56,Buoy,PRODSS,,9.7,1017,86.4,9.82,97.7,,0.7,5.04,1.12,0.11,0.13,10.913,11
07/25/24,9:29:17,Buoy,PRODSS,,10.5,1017,91.8,10.24,97.8,,0.72,7.09,1.6,0.14,0.15,9.879,10
07/25/24,9:28:27,Buoy,PRODSS,,11.9,1016.9,99.7,10.75,97.2,,0.72,11.33,2.6,0.15,0.16,8.931,9
07/25/24,9:27:24,Buoy,PRODSS,,14.9,1017,106.7,10.79,97,,0.62,5.41,1.21,0.06,0.08,7.91,8
07/25/24,9:26:38,Buoy,PRODSS,,18,1017,111.1,10.51,97.9,,0.56,4.39,0.96,0.03,0.04,6.994,7
07/25/24,9:25:43,Buoy,PRODSS,,24.2,1016.9,105.4,8.84,98.8,,0.43,1.57,0.3,-0.01,0.01,5.83,6
07/25/24,9:25:11,Buoy,PRODSS,,24.2,1016.9,105.6,8.85,98.8,,0.41,1.61,0.31,-0.01,0.01,4.905,5
07/25/24,9:24:31,Buoy,PRODSS,,24.2,1016.9,105.8,8.87,98.8,,0.44,1.65,0.32,-0.01,0.01,3.851,4
07/25/24,9:24:13,Buoy,PRODSS,,24.2,1016.9,105.9,8.88,98.8,,0.42,1.63,0.31,-0.01,0.01,3.151,3
07/25/24,9:22:55,Buoy,PRODSS,,24.2,1016.8,106.1,8.89,98.8,,0.41,1.53,0.29,-0.02,0,1.894,2
07/25/24,9:22:43,Buoy,PRODSS,,24.2,1016.8,106,8.89,98.8,,0.46,1.56,0.3,0,0.02,0.885,1
07/25/24,9:21:12,Buoy,PRODSS,,24.2,1016.9,106.3,8.91,98.8,,0.42,1.55,0.3,0,0.02,0.288,0.5
07/25/24,9:20:55,Buoy,PRODSS,,24.2,1017.1,106.4,8.92,98.8,,0.44,1.42,0.27,0,0.02,0.212,0.1
07/26/24,11:55:19,Buoy,PRODSS,,9,1018.7,83.2,9.61,97.9,,1.15,3.18,0.68,0.1,0.12,12.063,12.5
07/26/24,11:55:03,Buoy,PRODSS,,9.2,1018.6,84.7,9.73,97.8,,0.75,2.92,0.62,0.08,0.1,11.939,12
07/26/24,11:54:38,Buoy,PRODSS,,10,1018.5,88,9.94,97.6,,0.84,4.27,0.94,0.1,0.11,10.823,11
07/26/24,11:53:44,Buoy,PRODSS,,10.7,1018.4,92.6,10.28,97.3,,0.89,10.85,2.49,0.24,0.24,9.863,10
07/26/24,11:53:53,Buoy,PRODSS,,10.7,1018.4,92.5,10.27,97.3,,0.91,11.71,2.69,0.21,0.22,9.857,10
07/26/24,11:53:58,Buoy,PRODSS,,10.7,1018.5,92.4,10.26,97.3,,0.91,13.73,3.17,0.23,0.23,9.857,10
07/26/24,11:52:37,Buoy,PRODSS,,11.8,1018.6,99.7,10.79,97,,0.8,12.04,2.77,0.16,0.17,8.859,9
07/26/24,11:52:00,Buoy,PRODSS,,13.9,1018.5,104,10.72,97.1,,0.7,6.82,1.54,0.07,0.08,7.84,8
07/26/24,11:51:33,Buoy,PRODSS,,19.9,1018.6,110.5,10.07,98,,0.64,3.25,0.69,0.04,0.06,6.881,7
07/26/24,11:51:03,Buoy,PRODSS,,23.6,1018.6,105.6,8.96,98.8,,0.53,1.64,0.32,0,0.02,5.895,6
07/26/24,11:50:26,Buoy,PRODSS,,23.6,1018.6,105.8,8.97,98.8,,0.54,1.49,0.28,-0.01,0.01,4.913,5
07/26/24,11:49:54,Buoy,PRODSS,,23.7,1018.3,106,8.98,98.8,,0.52,1.45,0.27,0,0.02,3.917,4
07/26/24,11:48:55,Buoy,PRODSS,,23.7,1017.7,106.2,8.98,98.8,,0.52,1.27,0.23,-0.01,0.01,2.911,3
07/26/24,11:48:25,Buoy,PRODSS,,23.8,1017.2,106.5,9,98.8,,0.54,1.26,0.23,-0.02,0,1.819,2
07/26/24,11:47:39,Buoy,PRODSS,,23.8,1018.6,106.6,9,98.8,,0.55,1,0.16,-0.01,0.01,0.739,1
07/26/24,11:47:03,Buoy,PRODSS,,23.8,1018.4,106.6,9,98.8,,0.53,1.03,0.17,0.02,0.04,0.352,0.5
07/26/24,11:46:18,Buoy,PRODSS,,23.8,1018.5,106.8,9.02,98.8,,1.51,1.04,0.17,0.23,0.24,0.217,0.1
6/12/24,13:32:19,Harbor,PRODSS,,19.4,1015.6,106.4,9.78,97.5,,1.44,1.57,0.3,0.03,0.05,3.503,4
6/12/24,13:31:27,Harbor,PRODSS,,19.7,1015.6,106.5,9.74,97.7,,0.38,1.52,0.29,0.02,0.04,2.416,3
6/12/24,13:31:15,Harbor,PRODSS,,19.8,1015.7,106.5,9.73,97.8,,0.37,1.54,0.29,0,0.02,1.616,2
6/12/24,13:30:54,Harbor,PRODSS,,19.9,1015.6,106.8,9.73,97.7,,0.41,1.44,0.27,-0.02,0.01,1.181,1
6/12/24,13:30:27,Harbor,PRODSS,,20,1015.7,106.8,9.71,97.5,,0.35,1.52,0.29,0.01,0.03,0.625,0.5
6/12/24,13:30:01,Harbor,PRODSS,,20,1015.7,106.7,9.69,97.6,,0.41,1.28,0.23,0,0.02,0.271,0.25
6/12/24,13:29:46,Harbor,PRODSS,,20.1,1015.8,106.9,9.7,97.5,,0.57,1.25,0.22,0.02,0.03,0.261,0.1
6/12/24,13:31:47,Harbor,PRODSS,,19.5,1015.6,106.2,9.75,97.6,,0.36,1.53,0.29,0,0.02,2.702,
6/13/24,11:37:30,Harbor,PRODSS,,19,1015.6,105.2,9.75,97.3,,0.53,1.86,0.37,-0.03,-0.01,3.671,4
6/13/24,11:37:08,Harbor,PRODSS,,19,1015.6,105.3,9.76,97.3,,0.45,1.95,0.39,0.02,0.04,2.883,3
6/13/24,11:36:26,Harbor,PRODSS,,19.1,1015.6,105.3,9.74,97.8,,0.4,1.73,0.34,-0.02,0,1.851,2
6/13/24,11:36:06,Harbor,PRODSS,,19.3,1015.7,105.5,9.73,97.6,,0.44,1.46,0.27,-0.02,0,0.645,1
6/13/24,11:35:40,Harbor,PRODSS,,19.5,1015.8,105.2,9.66,97.9,,0.4,1.12,0.19,-0.01,0.01,0.297,0.5
6/13/24,11:35:20,Harbor,PRODSS,,20,1015.7,104.6,9.5,98.9,,0.46,0.92,0.15,0.02,0.03,0.212,0.1
6/14/24,11:18:37,Harbor,PRODSS,,19.1,1011.6,104.7,9.7,97.4,,0.43,1.72,0.33,0.02,0.04,3.5,3.7
6/14/24,11:17:41,Harbor,PRODSS,,19.1,1011.6,105.2,9.74,97.3,,0.39,1.8,0.35,0,0.02,2.927,3
6/14/24,11:16:45,Harbor,PRODSS,,19.2,1011.6,105.6,9.75,97.3,,0.43,2.01,0.4,-0.02,0,1.883,2
6/14/24,11:15:53,Harbor,PRODSS,,19.3,1011.5,105.6,9.73,97.3,,0.42,1.87,0.37,-0.01,0.01,0.667,1
6/14/24,11:15:26,Harbor,PRODSS,,19.5,1011.5,105.3,9.68,97.4,,0.4,1.42,0.26,-0.01,0.01,0.264,0.5
6/14/24,11:15:13,Harbor,PRODSS,,19.5,1011.6,105,9.64,97.3,,1.54,1.12,0.19,0.31,0.31,0.222,0.1
06/18/24,8:41:00,Harbor,PRODSS,,19.3,1023.8,105.7,9.75,97.5,,0.62,2.65,0.56,0.01,0.03,3.561,3.5
06/18/24,8:39:31,Harbor,PRODSS,,19.4,1023.5,106,9.76,97.5,,0.48,2.23,0.45,-0.01,0.01,2.931,3
06/18/24,8:38:55,Harbor,PRODSS,,19.7,1023.5,106.1,9.71,97.9,,0.48,2.02,0.41,0,0.02,1.887,2
06/18/24,8:37:51,Harbor,PRODSS,,20.1,1023.4,106.4,9.66,98.1,,0.5,1.23,0.22,0,0.02,0.501,1
06/18/24,8:37:36,Harbor,PRODSS,,20.2,1023.3,106.7,9.66,98,,0.45,1.02,0.17,0.02,0.03,0.285,0.5
06/18/24,8:37:18,Harbor,PRODSS,,20.3,1023.3,106.5,9.63,98,,0.44,1.13,0.2,0.02,0.04,0.22,0.1
06/20/24,8:40:05,Harbor,PRODSS,,20.8,1024.8,108,9.66,97.8,,0.36,1.68,0.33,-0.01,0.01,3.208,3.5
06/20/24,8:39:52,Harbor,PRODSS,,20.9,1024.7,108.1,9.66,97.8,,0.29,1.64,0.32,0.01,0.03,2.957,3
06/20/24,8:39:30,Harbor,PRODSS,,20.9,1024.8,108.2,9.65,97.8,,0.42,1.87,0.37,-0.03,-0.01,1.882,2
06/20/24,8:38:58,Harbor,PRODSS,,21.1,1024.7,108,9.6,98.1,,0.32,1.63,0.31,-0.01,0.01,0.64,1
06/20/24,8:38:31,Harbor,PRODSS,,21.4,1024.7,107.7,9.53,98.1,,0.28,1.28,0.23,0,0.02,0.292,0.5
06/20/24,8:38:10,Harbor,PRODSS,,21.6,1024.7,106.1,9.34,99.1,,0.27,1.05,0.18,-0.01,0.01,0.222,0.1
06/21/24,8:46:31,Harbor,PRODSS,,22.1,1023.9,109.3,9.54,98.1,,0.57,1.64,0.32,-0.01,0.01,3.293,3.5
06/21/24,8:45:27,Harbor,PRODSS,,22.1,1023.9,109.5,9.55,97.9,,0.51,1.87,0.37,0,0.02,2.914,3
06/21/24,8:44:36,Harbor,PRODSS,,22.3,1023.8,109.1,9.48,98.5,,0.65,1.92,0.38,0.01,0.03,1.866,2
06/21/24,8:43:42,Harbor,PRODSS,,22.4,1023.8,109.5,9.5,97.7,,0.63,1.85,0.37,-0.01,0.01,0.773,1
06/21/24,8:43:09,Harbor,PRODSS,,22.5,1023.6,109.5,9.49,97.8,,0.61,1.32,0.24,0,0.02,0.369,0.5
06/21/24,8:40:46,Harbor,PRODSS,,22.6,1023.6,108.3,9.35,96.6,,0.63,1.18,0.21,-0.02,0.01,0.218,0.1
06/21/24,8:42:34,Harbor,PRODSS,,22.6,1023.5,109.4,9.46,97.9,,0.65,1.29,0.23,-0.02,0.01,0.217,0.1
06/24/24,15:04:56,Harbor,PRODSS,,19.7,1002,109,9.97,97.4,,0.47,2.83,0.6,0.03,0.04,3.499,3.5
06/24/24,15:03:57,Harbor,PRODSS,,19.8,1002,107.9,9.85,97.6,,0.52,3.32,0.71,0.02,0.04,2.922,3
06/24/24,15:02:57,Harbor,PRODSS,,20.2,1001.9,106.6,9.64,97.6,,0.47,3.09,0.66,0.03,0.05,1.838,2
06/24/24,15:02:38,Harbor,PRODSS,,21,1001.9,106.4,9.49,97.7,,0.49,2.58,0.54,0.02,0.04,0.571,1
06/24/24,15:02:16,Harbor,PRODSS,,21.3,1001.9,105.5,9.34,97.4,,0.45,2.36,0.49,0.04,0.06,0.311,0.5
06/24/24,15:01:59,Harbor,PRODSS,,21.5,1001.9,105.4,9.3,97.2,,0.42,1.65,0.32,-0.04,-0.02,0.214,0.1
06/25/24,11:13:43,Harbor,PRODSS,,21.1,1011.7,106.2,9.44,97.5,,0.52,1.87,0.37,0.01,0.02,3.39,3.5
06/25/24,11:11:14,Harbor,PRODSS,,21.2,1011.7,105.8,9.39,97.4,,0.49,1.76,0.34,0.01,0.03,2.933,3
06/25/24,11:10:34,Harbor,PRODSS,,21.3,1011.7,104.9,9.29,97.5,,0.5,1.51,0.29,-0.02,0,1.886,2
06/25/24,11:09:59,Harbor,PRODSS,,21.4,1011.6,104.3,9.22,98.2,,0.51,1.33,0.24,-0.01,0.01,0.921,1
06/25/24,11:09:05,Harbor,PRODSS,,21.6,1011.6,104.1,9.17,98.3,,0.5,1.23,0.22,-0.01,0.01,0.326,0.5
06/25/24,11:08:40,Harbor,PRODSS,,21.8,1011.7,104.8,9.2,98.1,,0.45,0.97,0.16,-0.01,0.01,0.221,0.1
06/26/24,13:17:33,Harbor,PRODSS,,20.8,1006.3,106.6,9.53,97.8,,0.63,2.22,0.45,0.03,0.05,3.453,3.5
06/26/24,13:16:20,Harbor,PRODSS,,21.4,1006.2,106.1,9.39,97.8,,0.54,2.48,0.51,0,0.02,2.944,3
06/26/24,13:15:18,Harbor,PRODSS,,21.5,1006.1,106,9.36,97.5,,0.48,2.08,0.42,0.02,0.04,1.828,2
06/26/24,13:14:53,Harbor,PRODSS,,21.6,1006.2,106.2,9.36,97.5,,0.52,1.57,0.3,0,0.02,0.669,1
06/26/24,13:14:30,Harbor,PRODSS,,21.8,1006.2,106.2,9.32,97.5,,0.48,1.33,0.24,-0.02,0,0.307,0.5
06/26/24,13:14:10,Harbor,PRODSS,,21.9,1006.3,105.8,9.27,97.3,,0.46,1.15,0.2,-0.01,0.01,0.216,0.1
06/27/24,9:21:09,Harbor,PRODSS,,21.5,1006.1,104.4,9.21,98.8,,0.9,2.44,0.5,0.03,0.05,3.516,3.5
06/27/24,9:20:24,Harbor,PRODSS,,21.6,1006.2,105.6,9.3,97.7,,0.51,2.24,0.46,0.02,0.04,2.94,3
06/27/24,9:20:01,Harbor,PRODSS,,21.6,1006.2,105.6,9.3,97.7,,0.51,1.36,0.25,-0.01,0.01,1.856,2
06/27/24,9:19:42,Harbor,PRODSS,,21.7,1006.2,105.3,9.26,97.7,,0.5,1.22,0.22,0.01,0.03,0.543,1
06/27/24,9:19:24,Harbor,PRODSS,,21.7,1006.3,104.8,9.21,97.7,,0.46,0.95,0.15,0.01,0.03,0.267,0.5
06/27/24,9:19:10,Harbor,PRODSS,,21.7,1006.1,104.1,9.15,97.1,,0.46,0.76,0.11,0.02,0.04,0.211,0.1
06/28/24,9:01:39,Harbor,PRODSS,,20.6,1020.3,104,9.35,98.2,,0.67,2.2,0.45,-0.01,0.01,3.377,3.5
06/28/24,9:00:44,Harbor,PRODSS,,20.7,1020.3,104.2,9.35,97.8,,0.52,1.96,0.39,0.01,0.03,2.925,3
06/28/24,9:00:15,Harbor,PRODSS,,20.7,1020.2,104.3,9.36,97.8,,0.49,1.76,0.34,-0.01,0.01,1.835,2
06/28/24,8:59:30,Harbor,PRODSS,,20.7,1020.4,104.3,9.35,97.8,,0.52,1.3,0.24,0.02,0.04,0.537,1
06/28/24,8:59:13,Harbor,PRODSS,,20.6,1020.4,104,9.33,97.7,,0.54,1.26,0.23,0.02,0.03,0.287,0.5
06/28/24,8:58:58,Harbor,PRODSS,,20.6,1020.3,103.4,9.28,97.6,,0.51,1.11,0.19,0.03,0.04,0.21,0.1
07/01/24,11:07:17,Harbor,PRODSS,,20.9,1018,106.2,9.5,97.5,,0.62,2.51,0.52,0.01,0.03,3.161,3.5
07/01/24,11:08:32,Harbor,PRODSS,,20.8,1017.9,106.3,9.5,97.5,,0.55,2.59,0.54,0.04,0.06,3.519,3.5
07/01/24,11:05:59,Harbor,PRODSS,,20.9,1017.9,106,9.47,97.5,,0.5,2.42,0.5,-0.02,0.01,2.919,3
07/01/24,11:05:27,Harbor,PRODSS,,20.9,1018,106.1,9.48,97.4,,0.55,2.2,0.45,0.03,0.05,1.884,2
07/01/24,11:05:02,Harbor,PRODSS,,20.9,1018,106,9.47,97.4,,0.51,1.82,0.36,0.01,0.03,0.727,1
07/01/24,11:04:36,Harbor,PRODSS,,20.9,1017.8,105.7,9.44,97.3,,0.53,1.45,0.27,0.01,0.03,0.313,0.5
07/01/24,11:04:23,Harbor,PRODSS,,20.9,1017.9,105.2,9.4,97.3,,0.51,1.63,0.31,0.01,0.03,0.218,0.1
07/02/24,15:42:51,Harbor,PRODSS,,21.4,1023.6,108.4,9.58,98,,0.48,2.25,0.46,0.01,0.03,2.979,3
07/02/24,15:42:22,Harbor,PRODSS,,21.8,1023.5,108.9,9.57,98,,0.54,1.74,0.34,0.02,0.04,1.912,2
07/02/24,15:41:54,Harbor,PRODSS,,21.9,1023.5,109,9.55,98.1,,0.49,1.68,0.32,0.01,0.03,0.768,1
07/02/24,15:41:19,Harbor,PRODSS,,21.9,1023.6,109,9.54,98.4,,0.46,1.84,0.36,0,0.02,0.42,0.5
07/02/24,15:40:34,Harbor,PRODSS,,22.4,1023.6,109.2,9.48,99.1,,0.49,1.18,0.21,-0.03,-0.01,0.222,0.1
07/03/24,8:44:49,Harbor,PRODSS,,21,1023.5,106.9,9.52,97.8,,0.61,2.84,0.6,0.02,0.04,3.328,3.5
07/03/24,8:43:34,Harbor,PRODSS,,21.2,1023.4,106.1,9.43,98.3,,0.55,2.18,0.44,0,0.02,2.964,3
07/03/24,8:42:36,Harbor,PRODSS,,21.3,1023.4,106.7,9.45,98,,0.47,1.8,0.35,-0.01,0.01,1.891,2
07/03/24,8:41:54,Harbor,PRODSS,,21.4,1023.2,107,9.47,98,,0.53,1.35,0.25,-0.01,0.01,0.715,1
07/03/24,8:41:28,Harbor,PRODSS,,21.4,1023.4,107.1,9.47,98.1,,0.47,1.15,0.2,-0.01,0.01,0.307,0.5
07/03/24,8:41:09,Harbor,PRODSS,,21.4,1023.3,107,9.47,98.1,,0.51,1.06,0.18,-0.01,0.01,0.214,0.1
07/10/24,8:52:20,Harbor,PRODSS,,23.6,1013.4,111.6,9.46,98.5,,0.51,2.05,0.41,-0.01,0.01,3.347,3.5
07/10/24,8:51:37,Harbor,PRODSS,,23.8,1013.5,110.7,9.34,99.2,,0.43,2.09,0.42,0,0.02,2.922,3
07/10/24,8:50:59,Harbor,PRODSS,,25.2,1013.6,109.7,9.02,98.9,,0.44,1.45,0.27,-0.01,0.01,1.9,2
07/10/24,8:50:32,Harbor,PRODSS,,25.3,1013.5,110.1,9.05,98.8,,0.4,1.34,0.24,0.02,0.04,0.774,1
07/10/24,8:50:00,Harbor,PRODSS,,25.3,1013.5,110.4,9.07,98.7,,0.39,1.12,0.19,-0.01,0.02,0.325,0.5
07/10/24,8:49:33,Harbor,PRODSS,,25.4,1013.5,110,9.03,98.3,,0.44,0.97,0.16,0,0.02,0.212,0.1
07/11/24,12:18:03,Harbor,PRODSS,,23.9,1011.3,116.9,9.86,98.5,,0.49,1.93,0.38,-0.01,0.01,3.537,3.5
07/11/24,12:17:08,Harbor,PRODSS,,24.8,1011.2,111.5,9.25,99,,0.44,1.98,0.4,0.01,0.03,2.907,3
07/11/24,12:16:33,Harbor,PRODSS,,25.4,1011.1,110,9.03,99.2,,0.42,1.56,0.3,0,0.02,1.9,2
07/11/24,12:16:13,Harbor,PRODSS,,25.6,1011.1,110.3,9.01,99.2,,0.38,1.4,0.26,-0.03,0,0.747,1
07/11/24,12:15:48,Harbor,PRODSS,,25.9,1011.1,110.7,8.99,99.3,,0.37,1.37,0.25,-0.01,0.01,0.416,0.5
07/11/24,12:15:13,Harbor,PRODSS,,26.1,1011.2,109.3,8.85,99.9,,0.37,1.15,0.2,-0.02,0,0.225,0.1
07/12/24,10:46:10,Harbor,PRODSS,,25.3,1020.9,109.8,9.03,99.1,,0.59,1.73,0.34,-0.01,0.01,3.614,3.5
07/12/24,10:45:33,Harbor,PRODSS,,25.3,1021.1,109.6,9.01,98.9,,0.41,1.55,0.29,-0.02,0,2.923,3
07/12/24,10:45:00,Harbor,PRODSS,,25.4,1021.1,109.9,9.02,98.9,,0.39,1.45,0.27,-0.01,0.01,1.884,2
07/12/24,10:44:06,Harbor,PRODSS,,25.5,1021.2,110.1,9.01,98.9,,0.41,0.89,0.14,0,0.02,0.632,1
07/12/24,10:44:26,Harbor,PRODSS,,25.5,1021.1,110,9.02,99,,0.42,1.06,0.18,-0.01,0.01,0.649,1
07/12/24,10:43:17,Harbor,PRODSS,,25.4,1021.2,109.7,8.99,98.7,,0.45,0.99,0.16,0.02,0.04,0.277,0.5
07/12/24,10:42:59,Harbor,PRODSS,,25.6,1021.2,110,9,97.9,,0.43,0.8,0.12,0.01,0.03,0.211,0.1
07/15/24,8:41:32,Harbor,PRODSS,,25.8,1012.5,107.5,8.75,99.7,,0.43,1.41,0.26,0.01,0.03,2.877,3
07/15/24,8:40:55,Harbor,PRODSS,,25.8,1012.4,108.2,8.81,99.4,,0.43,1.29,0.23,-0.01,0.01,1.874,2
07/15/24,8:40:05,Harbor,PRODSS,,25.8,1012.3,108.5,8.83,99.3,,0.45,1.34,0.25,-0.01,0.01,0.729,1
07/15/24,8:39:34,Harbor,PRODSS,,25.8,1012.4,108.5,8.83,99.2,,0.48,0.89,0.14,-0.01,0.01,0.281,0.5
07/15/24,8:39:17,Harbor,PRODSS,,25.7,1012.4,108.5,8.85,98.6,,0.46,0.95,0.15,0,0.02,0.214,0.1
07/16/24,8:46:51,Harbor,PRODSS,,25.7,1009.4,105.7,8.62,99.5,,0.51,1.46,0.27,-0.03,-0.01,3.384,3.5
07/16/24,8:45:57,Harbor,PRODSS,,25.7,1009.5,106.7,8.7,99.5,,0.44,1.46,0.27,-0.01,0.01,2.901,3
07/16/24,8:45:26,Harbor,PRODSS,,25.7,1009.4,107.2,8.74,99.4,,0.39,1.51,0.28,-0.01,0.01,1.87,2
07/16/24,8:45:01,Harbor,PRODSS,,25.7,1009.5,107.4,8.75,99.3,,0.41,1.15,0.2,-0.02,0,0.634,1
07/16/24,8:44:41,Harbor,PRODSS,,25.7,1009.5,107.3,8.76,99.2,,0.39,1.26,0.23,-0.01,0.01,0.304,0.5
07/16/24,8:44:21,Harbor,PRODSS,,25.7,1009.4,107.2,8.74,99,,0.42,1.24,0.22,0.01,0.03,0.216,0.1
07/17/24,8:32:04,Harbor,PRODSS,,25.8,1011.5,106.4,8.67,99.1,,0.4,1.32,0.24,0,0.02,2.898,3
